GEOID,NAME,variable,estimate,moe,totpop,totnhisp_wh,totnhisp_bk,totnhisp_as,medhhinc,medhhinc_wh,medhhinc_bk,tenure,ten_ownocc,ten_renter,w_ten_renter,b_tenure,b_ten_ownocc,b_ten_renter,moe_totpop,moe_totnhisp_wh,moe_totnhisp_bk,moe_B03002_006,moe_medhhinc,moe_medhhinc_wh,moe_medhhinc_bk,moe_tenure,moe_ten_ownocc,moe_ten_renter,moe_w_ten_renter,moe_b_tenure,moe_b_ten_ownocc,moe_b_ten_renter,pct_black,moe_pct_black,pct_white_renter,moe_white_renter,pct_bnh_renter,pct_bnh_renter2,pct_renter,moe_bnh_renter,pct_non_white,pct_asian,DRR1516,DRR1516C,DRR2122,DRR2122C
"421010243003","Block Group 3, Census Tract 243, Philadelphia County, Pennsylvania",B03002_001,798,433,798,111,662,0,71250,,,256,231,25,14,173,162,11,433,84,416,11,25545,,,87,84,27,22,78,76,18,82.96,26.29,56,63.92,44,4.3,9.77,54.09,86.09,0,"-1.752327",Below Area Average,"-1.951829",Below Area Average
"421010255001","Block Group 1, Census Tract 255, Philadelphia County, Pennsylvania",B03002_001,683,222,683,238,398,0,72167,,,360,159,201,55,229,83,146,222,102,194,11,27569,,,92,58,96,38,94,36,93,58.27,21.17,27.36,13.66,72.64,40.56,55.83,30.61,65.15,0,"1.087073",1.0 - 1.5,"0.212771",0.0 - 0.5
"421010277005","Block Group 5, Census Tract 277, Philadelphia County, Pennsylvania",B03002_001,1278,614,1278,107,950,3,20671,,,558,404,154,50,470,366,104,614,168,492,14,13184,,,245,213,128,78,224,201,102,74.33,14.37,32.47,42.86,67.53,18.64,27.6,35.16,91.63,0.23,"-1.920927",Below Area Average,"-1.805629",Below Area Average
"421010283001","Block Group 1, Census Tract 283, Philadelphia County, Pennsylvania",B03002_001,470,286,470,0,470,0,,,,415,227,188,0,415,227,188,286,11,286,11,,,,267,185,227,11,267,185,227,100,86.06,0,5.85,100,45.3,45.3,170.76,100,0,"-2.024527",Below Area Average,"-2.319329",Below Area Average
"421010305012","Block Group 2, Census Tract 305.01, Philadelphia County, Pennsylvania",B03002_001,2035,742,2035,161,1020,151,30462,,,646,340,306,49,441,243,198,742,124,416,136,8166,,,142,110,142,39,132,106,126,50.12,9.16,16.01,10.35,64.71,30.65,47.37,28.18,92.09,7.42,"-1.437127",Below Area Average,"-1.669629",Below Area Average
"421010331024","Block Group 4, Census Tract 331.02, Philadelphia County, Pennsylvania",B03002_001,1252,415,1252,833,55,22,38112,,,520,255,265,265,0,0,0,415,293,84,36,27090,,,150,79,125,125,11,11,11,4.39,6.55,100,66.71,0,0,50.96,4.15,33.47,1.76,"-0.492827",Below Area Average,"-1.686629",Below Area Average
"421010348021","Block Group 1, Census Tract 348.02, Philadelphia County, Pennsylvania",B03002_001,2198,561,2198,782,1098,0,44271,,,936,249,687,140,530,58,472,561,442,346,11,14425,,,220,122,179,126,157,53,163,49.95,9.23,20.38,17.56,68.7,50.43,73.4,15.57,64.42,0,"1.227773",1.0 - 1.5,"1.028471",1.0 - 1.5
"421010038001","Block Group 1, Census Tract 38, Philadelphia County, Pennsylvania",B03002_001,1038,233,1038,1008,0,0,80458,,,401,372,29,29,0,0,0,233,225,11,11,20574,,,69,74,26,26,11,11,11,0,1.06,100,126.79,0,0,7.23,37.93,2.89,0,"-0.046827",Below Area Average,"-1.473229",Below Area Average
"421010018001","Block Group 1, Census Tract 18, Philadelphia County, Pennsylvania",B03002_001,2349,337,2349,2068,64,96,103125,,,1220,665,555,483,18,18,0,337,332,68,62,31126,,,235,120,235,227,30,30,11,2.72,2.87,87.03,17.75,0,0,45.49,1.98,11.96,4.09,"2.226773",2.0 - 2.5,"0.083071",0.0 - 0.5
"421010032001","Block Group 1, Census Tract 32, Philadelphia County, Pennsylvania",B03002_001,769,330,769,181,423,28,85000,,,330,219,111,68,170,127,43,330,78,280,31,11662,,,97,86,62,45,92,79,50,55.01,27.72,61.26,21.74,38.74,13.03,33.64,39.51,76.46,3.64,"-0.558327",Below Area Average,"2.645471",2.5 - 3.0
"421010040012","Block Group 2, Census Tract 40.01, Philadelphia County, Pennsylvania",B03002_001,1057,371,1057,880,0,46,69830,,,459,369,90,89,0,0,0,371,323,11,56,21587,,,121,121,66,66,11,11,11,0,1.04,98.89,10.9,0,0,19.61,12.22,16.75,4.35,"0.517973",0.5 - 1.0,"-0.487629",Below Area Average
"421010212001","Block Group 1, Census Tract 212, Philadelphia County, Pennsylvania",B03002_001,1468,377,1468,967,288,59,76202,,,725,423,302,152,140,28,112,377,329,244,58,13952,,,191,122,174,147,117,42,110,19.62,15.84,50.33,39.09,37.09,15.45,41.66,29.5,34.13,4.02,"-0.961127",Below Area Average,"-2.030629",Below Area Average
"421010144004","Block Group 4, Census Tract 144, Philadelphia County, Pennsylvania",B03002_001,621,226,621,401,31,15,109659,,,322,152,170,139,31,0,31,226,134,49,23,24554,,,91,86,74,73,49,11,49,4.99,7.68,81.76,24.02,18.24,9.63,52.8,27.71,35.43,2.42,"8.290573",3.0 or Above,"5.718771",3.0 or Above
"421010299003","Block Group 3, Census Tract 299, Philadelphia County, Pennsylvania",B03002_001,473,206,473,102,57,21,,,,175,56,119,15,63,20,43,206,89,49,42,,,,68,37,63,22,52,28,44,12.05,8.93,12.61,17.24,36.13,24.57,68,31.64,78.44,4.44,"-1.336427",Below Area Average,"-1.302629",Below Area Average
"421010080002","Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania",B03002_001,900,537,900,293,570,14,88493,,,337,157,180,61,223,104,119,537,153,521,22,5859,,,173,61,168,42,169,52,165,63.33,43.85,33.89,39.3,66.11,35.31,53.41,67.79,67.44,1.56,"-0.910127",Below Area Average,"-1.158029",Below Area Average
"421010272001","Block Group 1, Census Tract 272, Philadelphia County, Pennsylvania",B03002_001,931,429,931,10,887,14,52381,,,360,344,16,0,342,326,16,429,16,414,25,27637,,,159,160,26,11,161,162,26,95.27,7.08,0,68.75,100,4.44,4.44,229.81,98.93,1.5,"-0.606427",Below Area Average,"-1.796329",Below Area Average
"421010178004","Block Group 4, Census Tract 178, Philadelphia County, Pennsylvania",B03002_001,1371,871,1371,520,542,46,73079,,,815,305,510,56,464,10,454,871,341,630,71,38702,,,670,207,601,53,605,33,603,39.53,38.48,10.98,16.6,89.02,55.71,62.58,54.54,62.07,3.36,"-2.009527",Below Area Average,"-2.884729",Below Area Average
"421010379002","Block Group 2, Census Tract 379, Philadelphia County, Pennsylvania",B03002_001,720,278,720,593,0,0,53602,,,414,374,40,40,0,0,0,278,248,11,11,1520,,,188,185,45,45,11,11,11,0,1.53,100,159.1,0,0,9.66,27.5,17.64,0,"-0.712527",Below Area Average,"-1.539629",Below Area Average
"421010087011","Block Group 1, Census Tract 87.01, Philadelphia County, Pennsylvania",B03002_001,1268,295,1268,756,40,306,56815,,,713,198,515,391,0,0,0,295,213,62,186,30328,,,175,104,156,138,11,11,11,3.15,4.83,75.92,13.75,0,0,72.23,2.14,40.38,24.13,"1.567673",1.5 - 2.0,"0.537071",0.5 - 1.0
"421010383011","Block Group 1, Census Tract 383.01, Philadelphia County, Pennsylvania",B03002_001,2395,414,2395,182,938,0,,,,701,326,375,76,220,75,145,414,69,450,11,,,,102,100,123,82,113,64,94,39.16,17.53,20.27,20.83,38.67,20.68,53.5,21.62,92.4,0,"-1.502727",Below Area Average,"-1.252729",Below Area Average
"421010137012","Block Group 2, Census Tract 137.01, Philadelphia County, Pennsylvania",B03002_001,1296,394,1296,712,342,117,86862,,,738,269,469,280,191,41,150,394,177,272,126,37336,,,257,87,252,106,219,55,216,26.39,19.39,59.7,39.24,31.98,20.33,63.55,42.73,45.06,9.03,"0.922873",0.5 - 1.0,"0.136371",0.0 - 0.5
"421010305011","Block Group 1, Census Tract 305.01, Philadelphia County, Pennsylvania",B03002_001,930,386,930,138,268,97,42540,,,375,259,116,25,108,70,38,386,89,174,99,6402,,,116,103,61,27,67,59,29,28.82,14.39,21.55,20.33,32.76,10.13,30.93,18.12,85.16,10.43,"-1.241627",Below Area Average,"-1.825029",Below Area Average
"421010005001","Block Group 1, Census Tract 5, Philadelphia County, Pennsylvania",B03002_001,596,109,596,247,173,70,37500,,,426,14,412,215,98,0,98,109,70,88,34,7135,,,69,10,70,54,40,11,40,29.03,13.78,52.18,9.65,23.79,23,96.71,8.83,58.56,11.74,"2.827973",2.5 - 3.0,NULL,Insufficient Data
"421010321002","Block Group 2, Census Tract 321, Philadelphia County, Pennsylvania",B03002_001,726,344,726,304,172,13,48750,,,283,94,189,77,99,0,99,344,168,154,20,24867,,,111,71,108,78,87,11,87,23.69,18,40.74,34.08,52.38,34.98,66.78,34.97,58.13,1.79,"-1.739627",Below Area Average,"-2.219729",Below Area Average
"421010004041","Block Group 1, Census Tract 4.04, Philadelphia County, Pennsylvania",B03002_001,740,176,740,719,0,0,57266,,,543,415,128,128,0,0,0,176,171,11,11,35983,,,130,106,91,91,11,11,11,0,1.49,100,100.54,0,0,23.57,8.59,2.84,0,"1.106273",1.0 - 1.5,"-0.003029",Below Area Average
"421010144001","Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",B03002_001,788,376,788,269,51,185,155571,,,485,266,219,120,18,0,18,376,129,81,258,87296,,,290,260,125,70,29,11,29,6.47,9.8,54.79,6.6,8.22,3.71,45.15,12.38,65.86,23.48,"4.535973",3.0 or Above,"5.526371",3.0 or Above
"421010337022","Block Group 2, Census Tract 337.02, Philadelphia County, Pennsylvania",B03002_001,2266,459,2266,763,422,885,74290,,,881,625,256,127,151,77,74,459,233,491,535,10840,,,163,143,120,80,135,109,92,18.62,21.34,49.61,20.88,28.91,8.4,29.06,33.29,66.33,39.06,"-0.543627",Below Area Average,"-1.691429",Below Area Average
"421010082003","Block Group 3, Census Tract 82, Philadelphia County, Pennsylvania",B03002_001,1378,766,1378,19,1342,0,,,,497,246,251,0,480,229,251,766,31,763,11,,,,221,128,200,11,220,128,200,97.39,11.63,0,4.38,100,50.5,50.5,112.69,98.62,0,"-1.607927",Below Area Average,"-2.069729",Below Area Average
"421010098023","Block Group 3, Census Tract 98.02, Philadelphia County, Pennsylvania",B03002_001,2424,866,2424,58,2365,0,68571,,,828,755,73,0,773,700,73,866,65,866,11,44171,,,233,234,84,11,233,233,84,97.57,7.83,0,15.07,100,8.82,8.82,162.73,97.61,0,"-0.326927",Below Area Average,"-1.248929",Below Area Average
"421010388003","Block Group 3, Census Tract 388, Philadelphia County, Pennsylvania",B03002_001,542,176,542,269,225,16,59345,,,291,168,123,38,142,57,85,176,105,156,17,46871,,,109,51,110,34,109,39,109,41.51,25.43,30.89,0.85,69.11,29.21,42.27,63.51,50.37,2.95,"0.203373",0.0 - 0.5,"-0.581929",Below Area Average
"421019809031","Block Group 1, Census Tract 9809.03, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010062004","Block Group 4, Census Tract 62, Philadelphia County, Pennsylvania",B03002_001,1953,517,1953,26,1829,98,39821,,,668,220,448,17,626,206,420,517,29,512,126,7028,,,169,100,180,20,160,97,173,93.65,8.52,3.79,4.2,93.75,62.87,67.07,8.51,98.67,5.02,"-1.590627",Below Area Average,"-1.779129",Below Area Average
"421010369021","Block Group 1, Census Tract 369.02, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010267003","Block Group 3, Census Tract 267, Philadelphia County, Pennsylvania",B03002_001,836,557,836,0,836,0,,,,284,211,73,0,284,211,73,557,11,557,11,,,,150,127,84,11,150,127,84,100,94.22,0,15.07,100,25.7,25.7,162.73,100,0,"-1.463927",Below Area Average,"-0.588829",Below Area Average
"421010378003","Block Group 3, Census Tract 378, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421019892007","Block Group 7, Census Tract 9892, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010001022","Block Group 2, Census Tract 1.02, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010262004","Block Group 4, Census Tract 262, Philadelphia County, Pennsylvania",B03002_001,1656,663,1656,31,1531,28,54446,,,669,572,97,0,589,492,97,663,48,650,43,11929,,,189,188,76,11,183,179,76,92.45,13.06,0,11.34,100,14.5,14.5,110.8,98.13,1.69,"-0.251127",Below Area Average,"-1.237829",Below Area Average
"421019809021","Block Group 1, Census Tract 9809.02, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010360003","Block Group 3, Census Tract 360, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010122013","Block Group 3, Census Tract 122.01, Philadelphia County, Pennsylvania",B03002_001,1190,530,1190,149,789,252,43667,,,700,0,700,112,454,0,454,530,138,490,216,9415,,,214,11,214,99,205,11,205,66.3,28.7,16,13.27,64.86,64.86,100,21.55,87.48,21.18,NULL,Insufficient Data,NULL,Insufficient Data
"421010125025","Block Group 5, Census Tract 125.02, Philadelphia County, Pennsylvania",B03002_001,1158,325,1158,829,64,128,89018,,,751,87,664,493,64,0,64,325,261,101,109,27761,,,183,69,181,181,101,11,101,5.53,8.58,74.25,18.26,9.64,8.52,88.42,14.98,28.41,11.05,NULL,Insufficient Data,NULL,Insufficient Data
"421010012042","Block Group 2, Census Tract 12.04, Philadelphia County, Pennsylvania",B03002_001,810,222,810,657,20,50,98594,,,448,203,245,213,0,0,0,222,165,32,53,15630,,,92,77,81,75,11,11,11,2.47,3.89,86.94,10.53,0,0,54.69,4.49,18.89,6.17,"0.826073",0.5 - 1.0,"-1.735529",Below Area Average
"421010137021","Block Group 1, Census Tract 137.02, Philadelphia County, Pennsylvania",B03002_001,755,458,755,162,362,49,75913,,,291,146,145,77,128,60,68,458,110,314,77,47960,,,135,91,108,70,100,65,77,47.95,29.73,53.1,27.68,46.9,23.37,49.83,40,78.54,6.49,"0.106573",0.0 - 0.5,"8.393971",3.0 or Above
"421010286002","Block Group 2, Census Tract 286, Philadelphia County, Pennsylvania",B03002_001,1695,915,1695,0,875,0,36311,,,500,240,260,60,261,61,200,915,11,747,11,32359,,,241,131,212,101,199,73,197,51.62,34.14,23.08,33.98,76.92,40,52,42.51,100,0,"-1.837327",Below Area Average,"-2.321729",Below Area Average
"421010315013","Block Group 3, Census Tract 315.01, Philadelphia County, Pennsylvania",B03002_001,1550,801,1550,526,98,761,53360,,,499,430,69,60,34,34,0,801,473,153,695,3470,,,178,172,72,68,41,41,11,6.32,9.31,86.96,38.46,0,0,13.83,15.94,66.06,49.1,"-0.616127",Below Area Average,"-1.411929",Below Area Average
"421010086012","Block Group 2, Census Tract 86.01, Philadelphia County, Pennsylvania",B03002_001,2362,561,2362,1283,438,148,65950,,,913,281,632,490,129,26,103,561,393,176,107,19306,,,170,140,166,168,71,24,64,18.54,6.01,77.53,17.09,16.3,11.28,69.22,9.18,45.68,6.27,"1.733873",1.5 - 2.0,"1.151971",1.0 - 1.5
"421010361001","Block Group 1, Census Tract 361, Philadelphia County, Pennsylvania",B03002_001,1214,541,1214,269,857,25,60597,,,540,37,503,104,379,0,379,541,205,505,38,30902,,,246,51,240,60,243,11,243,70.59,27.22,20.68,6.71,75.35,70.19,93.15,32.27,77.84,2.06,"1.555773",1.5 - 2.0,"2.330571",2.0 - 2.5
"421010008033","Block Group 3, Census Tract 8.03, Philadelphia County, Pennsylvania",B03002_001,936,331,936,784,17,94,,,,554,276,278,192,17,0,17,331,278,28,113,,,,174,122,134,96,28,11,28,1.82,2.92,69.06,9.18,6.12,3.07,50.18,9.63,16.24,10.04,"-0.528027",Below Area Average,"-2.742329",Below Area Average
"421010063004","Block Group 4, Census Tract 63, Philadelphia County, Pennsylvania",B03002_001,1802,523,1802,104,1583,56,26473,,,702,313,389,0,662,273,389,523,75,486,89,7384,,,186,151,128,11,185,148,128,87.85,8.79,0,2.83,100,55.41,55.41,46.53,94.23,3.11,"-1.942527",Below Area Average,"-1.825329",Below Area Average
"421010092002","Block Group 2, Census Tract 92, Philadelphia County, Pennsylvania",B03002_001,1717,420,1717,488,783,171,55417,,,782,323,459,223,322,224,98,420,182,390,81,20692,,,146,120,96,78,149,126,77,45.6,19.79,48.58,13.62,21.35,12.53,58.7,16.17,71.58,9.96,"2.313973",2.0 - 2.5,"3.779871",3.0 or Above
"421010131001","Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania",B03002_001,1128,311,1128,364,613,81,,,,578,155,423,261,248,102,146,311,210,201,81,,,,223,63,213,197,77,54,60,54.34,9.65,61.7,34.69,34.52,25.26,73.18,22.43,67.73,7.18,"7.684173",3.0 or Above,"5.203271",3.0 or Above
"421010200002","Block Group 2, Census Tract 200, Philadelphia County, Pennsylvania",B03002_001,666,335,666,0,297,112,21131,,,289,125,164,0,168,98,70,335,11,169,97,18603,,,108,80,107,11,89,80,73,44.59,11.86,0,6.71,42.68,24.22,56.75,34.72,100,16.82,"-1.991427",Below Area Average,"-1.798929",Below Area Average
"421010260001","Block Group 1, Census Tract 260, Philadelphia County, Pennsylvania",B03002_001,995,319,995,16,973,0,57321,,,440,357,83,0,422,339,83,319,18,323,11,17067,,,108,93,63,11,110,96,63,97.79,8.42,0,13.25,100,18.86,18.86,107.34,98.39,0,"-0.854427",Below Area Average,"-1.769429",Below Area Average
"421010309001","Block Group 1, Census Tract 309, Philadelphia County, Pennsylvania",B03002_001,1216,426,1216,382,133,177,47143,,,520,336,184,38,142,7,135,426,197,146,168,34462,,,153,118,121,50,121,13,124,10.94,11.38,20.65,23.54,73.37,25.96,35.38,47.05,68.59,14.56,"2.041573",2.0 - 2.5,"2.740571",2.5 - 3.0
"421010060004","Block Group 4, Census Tract 60, Philadelphia County, Pennsylvania",B03002_001,932,504,932,41,584,47,,,,473,192,281,0,317,175,142,504,61,364,44,,,,210,135,196,11,187,131,147,62.66,19.42,0,3.91,50.53,30.02,59.41,38.66,95.6,5.04,"-1.789127",Below Area Average,"-1.931929",Below Area Average
"421010067001","Block Group 1, Census Tract 67, Philadelphia County, Pennsylvania",B03002_001,1594,853,1594,18,1431,0,,,,478,352,126,0,398,272,126,853,31,848,11,,,,193,190,100,11,163,159,100,89.77,22.85,0,8.73,100,26.36,26.36,112.24,98.87,0,"-1.928127",Below Area Average,"-2.362529",Below Area Average
"421010326001","Block Group 1, Census Tract 326, Philadelphia County, Pennsylvania",B03002_001,2636,1002,2636,1387,249,535,58417,,,1024,809,215,215,48,48,0,1002,757,405,578,50638,,,459,437,155,155,78,78,11,9.45,14.94,100,101.95,0,0,21,5.12,47.38,20.3,"-1.384527",Below Area Average,"-2.045529",Below Area Average
"421010176021","Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania",B03002_001,1840,713,1840,71,202,303,35948,,,715,260,455,0,118,14,104,713,88,159,444,13661,,,211,124,192,11,115,23,112,10.98,7.52,0,2.42,22.86,14.55,63.64,22.65,96.14,16.47,"-2.021727",Below Area Average,"-3.067529",Below Area Average
"421010122042","Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania",B03002_001,1509,403,1509,332,1049,111,54773,,,716,309,407,72,522,205,317,403,181,347,122,34409,,,165,98,153,66,154,91,141,69.52,13.57,17.69,14.79,77.89,44.27,56.84,18.52,78,7.36,"0.492073",0.0 - 0.5,"-1.132429",Below Area Average
"421010024001","Block Group 1, Census Tract 24, Philadelphia County, Pennsylvania",B03002_001,750,227,750,710,0,15,117500,,,448,194,254,239,0,0,0,227,222,11,23,31607,,,102,74,96,94,11,11,11,0,1.47,94.09,10.24,0,0,56.7,4.33,5.33,2,"2.009473",2.0 - 2.5,"0.980971",0.5 - 1.0
"421010037014","Block Group 4, Census Tract 37.01, Philadelphia County, Pennsylvania",B03002_001,977,653,977,73,515,0,,,,313,133,180,18,161,23,138,653,106,573,11,,,,189,145,146,31,159,52,145,52.71,46.89,10,15.19,76.67,44.09,57.51,51.21,92.53,0,"-1.049727",Below Area Average,"-0.974629",Below Area Average
"421010042021","Block Group 1, Census Tract 42.02, Philadelphia County, Pennsylvania",B03002_001,2331,723,2331,1934,0,0,70137,,,750,636,114,95,0,0,0,723,697,11,11,17034,,,221,229,76,68,11,11,11,0,0.47,83.33,21.72,0,0,15.2,9.65,17.03,0,"0.925473",0.5 - 1.0,"-0.282429",Below Area Average
"421010315021","Block Group 1, Census Tract 315.02, Philadelphia County, Pennsylvania",B03002_001,1956,578,1956,423,208,771,27659,,,729,422,307,93,51,39,12,578,199,195,381,12366,,,165,117,176,91,52,42,22,10.63,9.46,30.29,24.02,3.91,1.65,42.11,6.81,78.37,39.42,"-0.586627",Below Area Average,"-1.318729",Below Area Average
"421010072002","Block Group 2, Census Tract 72, Philadelphia County, Pennsylvania",B03002_001,531,300,531,34,271,29,,,,248,110,138,0,181,57,124,300,61,158,47,,,,112,71,90,11,103,51,90,51.04,7.35,0,7.97,89.86,50,55.65,28.62,93.6,5.46,"-2.039027",Below Area Average,"-2.896929",Below Area Average
"421010083011","Block Group 1, Census Tract 83.01, Philadelphia County, Pennsylvania",B03002_001,1106,428,1106,0,1101,0,41458,,,414,208,206,0,409,203,206,428,11,427,11,18467,,,130,81,112,11,128,80,112,99.55,2.55,0,5.34,100,49.76,49.76,76.89,100,0,"-1.849327",Below Area Average,"-2.212729",Below Area Average
"421010085006","Block Group 6, Census Tract 85, Philadelphia County, Pennsylvania",B03002_001,1354,558,1354,129,1082,37,,,,694,190,504,87,553,158,395,558,161,534,59,,,,260,133,226,145,226,126,195,79.91,21.7,17.26,27.71,78.37,56.92,72.62,16.18,90.47,2.73,"-1.859227",Below Area Average,"-1.200029",Below Area Average
"421010080001","Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania",B03002_001,1003,386,1003,401,541,9,70556,,,482,214,268,85,296,119,177,386,235,326,15,30663,,,163,115,140,62,155,68,143,53.94,25.01,31.72,16.15,66.04,36.72,55.6,40.7,60.02,0.9,"2.281573",2.0 - 2.5,"5.954171",3.0 or Above
"421010102001","Block Group 1, Census Tract 102, Philadelphia County, Pennsylvania",B03002_001,728,480,728,0,726,0,67368,,,248,163,85,0,246,163,83,480,11,480,11,46226,,,99,88,55,11,99,88,54,99.73,4.88,0,12.94,97.65,33.47,34.27,6.62,100,0,"-1.543527",Below Area Average,"-1.520629",Below Area Average
"421010135003","Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania",B03002_001,1651,381,1651,1287,209,85,158125,,,726,531,195,164,38,38,0,381,308,219,81,84212,,,161,161,71,61,40,40,11,12.66,12.94,84.1,6.39,0,0,26.86,5.64,22.05,5.15,"1.628473",1.5 - 2.0,"0.273871",0.0 - 0.5
"421010153001","Block Group 1, Census Tract 153, Philadelphia County, Pennsylvania",B03002_001,1008,282,1008,593,191,110,,,,138,0,138,84,54,0,54,282,231,164,112,,,,81,11,81,58,69,11,69,18.95,15.38,60.87,22.14,39.13,39.13,100,44.41,41.17,10.91,NULL,Insufficient Data,"124.528971",3.0 or Above
"421010171001","Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania",B03002_001,669,377,669,0,516,16,,,,330,77,253,0,233,61,172,377,11,346,25,,,,154,49,155,11,131,41,128,77.13,28.03,0,4.35,67.98,52.12,76.67,28.72,100,2.39,"-1.670427",Below Area Average,"-2.238329",Below Area Average
"421010172024","Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania",B03002_001,1079,675,1079,0,1079,0,43664,,,413,282,131,0,413,282,131,675,11,675,11,30743,,,183,149,108,11,183,149,108,100,88.47,0,8.4,100,31.72,31.72,116.59,100,0,"-1.963027",Below Area Average,"-2.491629",Below Area Average
"421010180013","Block Group 3, Census Tract 180.01, Philadelphia County, Pennsylvania",B03002_001,861,320,861,689,18,0,54604,,,429,225,204,149,18,0,18,320,225,30,11,23123,,,113,92,80,73,30,11,30,2.09,3.4,73.04,21.45,8.82,4.2,47.55,14.29,19.98,0,"0.010673",0.0 - 0.5,"0.540671",0.5 - 1.0
"421010200001","Block Group 1, Census Tract 200, Philadelphia County, Pennsylvania",B03002_001,460,278,460,8,254,20,11273,,,198,42,156,0,133,22,111,278,12,208,28,1179,,,105,43,101,11,99,35,98,55.22,30.51,0,7.05,71.15,56.06,78.79,42.71,98.26,4.35,"-1.955227",Below Area Average,"-1.824429",Below Area Average
"421010214002","Block Group 2, Census Tract 214, Philadelphia County, Pennsylvania",B03002_001,311,200,311,303,4,3,,,,135,84,51,51,0,0,0,200,203,8,9,,,,83,58,61,61,11,11,11,1.29,2.44,100,169.15,0,0,37.78,21.57,2.57,0.96,"4.445073",3.0 or Above,"2.462571",2.0 - 2.5
"421010112004","Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania",B03002_001,577,416,577,0,577,0,,,,188,135,53,0,188,135,53,416,11,416,11,,,,122,86,87,11,122,86,87,100,101.96,0,20.75,100,28.19,28.19,232.14,100,0,"-1.738227",Below Area Average,"-2.434529",Below Area Average
"421010239001","Block Group 1, Census Tract 239, Philadelphia County, Pennsylvania",B03002_001,1271,399,1271,282,829,8,28139,,,721,148,573,154,497,78,419,399,101,313,13,13316,,,118,59,115,78,130,40,124,65.22,13.68,26.88,12.5,73.12,58.11,79.47,15.9,77.81,0.63,"3.826273",3.0 or Above,"3.517171",3.0 or Above
"421010253004","Block Group 4, Census Tract 253, Philadelphia County, Pennsylvania",B03002_001,870,262,870,269,492,0,85865,,,303,263,40,0,214,174,40,262,148,203,11,39955,,,73,65,40,11,79,68,40,56.55,15.95,0,27.5,100,13.2,13.2,141.42,69.08,0,"-0.868427",Below Area Average,"0.056771",0.0 - 0.5
"421010262002","Block Group 2, Census Tract 262, Philadelphia County, Pennsylvania",B03002_001,527,135,527,9,518,0,55455,,,326,270,56,9,317,270,47,135,14,138,11,41752,,,104,95,62,14,106,95,62,98.29,7.19,16.07,17.56,83.93,14.42,17.18,60.19,98.29,0,"-0.865427",Below Area Average,"-2.079229",Below Area Average
"421010276004","Block Group 4, Census Tract 276, Philadelphia County, Pennsylvania",B03002_001,1055,452,1055,12,1030,0,58125,,,511,275,236,0,511,275,236,452,21,442,11,21066,,,186,116,155,11,186,116,155,97.63,2.38,0,4.66,100,46.18,46.18,92.88,98.86,0,"-1.309027",Below Area Average,"-2.048029",Below Area Average
"421010280002","Block Group 2, Census Tract 280, Philadelphia County, Pennsylvania",B03002_001,716,291,716,0,685,0,13360,,,407,71,336,0,407,71,336,291,11,262,11,4829,,,145,53,142,11,145,53,142,95.67,53.39,0,3.27,100,82.56,82.56,59.77,100,0,"-1.007127",Below Area Average,"0.091671",0.0 - 0.5
